                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     200                                      891                  8.0000000000000000E+000                  2.0000000000000000E-002                  3.1419387768786936E+005                  2.1112727302579166E+004                  2.2501781051360736E+004                  2.7701541012767807E+003                  3.4631502686718170E+000                 -4.8965048454646221E+000                  6.9850214909310393E-001                  3.7480824250614145E-007                  2.8094784531120748E-001                  5.1398366419813706E-005                  5.0857255489993019E-003                  9.2502606188962239E-003                  2.0850244238750362E-003                  8.0000000000000000E+000                  0.0000000000000000E+000                  5.5967465674438737E+000                  1.5253915006491897E-004                  2.2417270312249129E+000                  1.9137998662127953E-002                  1.8152199182458480E-002                  7.4785694311518200E-002                  1.6680195391000296E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2804421908821623E+004                  1.5710341181799927E+005                  2.8879259808372218E+007                  2.7624179558510350E+003                  2.7624179558510350E+003                  2.4117159493456144E-032                  1.9421936933301836E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.9152047145227070E+012                               "r22.05.1"                               "gfortran"                                 "12.1.0"                   "x86_64-linux-20.12.1"                                 "CRMATH"                               "20230513"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   csound                                       pp                                      cno                                 tri_alfa                                  opacity 
                                       1                  8.0000000000000000E+000                  5.3947133631962940E-001                  4.3548770932119139E+000                 -8.8749755267283295E+000                  3.6538000394730541E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.2675158797865049E+006                  1.9556119534187154E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0610505460422930E+000 
                                       2                  7.9999999999919993E+000                  5.3944185750135842E-001                  4.3604253267823605E+000                 -8.8389796350229162E+000                  3.6925649794220736E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.2773528474132870E+006                  2.1246131843683101E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.1669862515442952E+000 
                                       3                  7.9999999999831282E+000                  5.3941175932451635E-001                  4.3647255035427355E+000                 -8.8131697728984850E+000                  3.7208811699695166E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.2857622683679485E+006                  2.2547100369465684E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2421648121752273E+000 
                                       4                  7.9999999999786917E+000                  5.3939757636856622E-001                  4.3675556830424052E+000                 -8.7970599951781807E+000                  3.7387846168391325E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.2916100004608412E+006                  2.3399204450682296E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.2885366111620509E+000 
                                       5                  7.9999999999742544E+000                  5.3938390856424534E-001                  4.3703518654423394E+000                 -8.7817293160916936E+000                  3.7559812591685287E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.2975905297487946E+006                  2.4239986203715442E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3322442682493758E+000 
                                       6                  7.9999999999698188E+000                  5.3937071359544508E-001                  4.3731127030101415E+000                 -8.7671090786104102E+000                  3.7725247997469893E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.3036697332036528E+006                  2.5069933684380093E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3734792705722847E+000 
                                       7                  7.9999999999653824E+000                  5.3935795428919620E-001                  4.3771926293839218E+000                 -8.7463929589545604E+000                  3.7962180564189021E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.3129416880723797E+006                  2.6294816389645405E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4308602796081038E+000 
                                       8                  7.9999999999565103E+000                  5.3933362123767281E-001                  4.3833039414689026E+000                 -8.7169592189719154E+000                  3.8303485693821990E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.3273387332899305E+006                  2.8138769875550717E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5104369099469830E+000 
                                       9                  7.9999999999448939E+000                  5.3930384391434183E-001                  4.3883220145905666E+000                 -8.6939178837506965E+000                  3.8574104740645763E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  2.3395115749057420E+006                  2.9672041751000537E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5713665368565972E+000 
