                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     168                                      777                  8.0000000000000004E-001                  2.0000000000000001E-004                  2.8611799883849580E+007                  2.6077548482250865E+006                  6.0914828596386633E+003                  6.1292545486588279E-001                  7.0292815175603096E-001                 -1.3763817856346006E+000                  7.5884934394311998E-001                  1.1964463589660201E-004                  2.4083055537917142E-001                  3.1732498439752885E-005                  1.3295916783812730E-005                  9.3805164057174015E-005                  2.0850244238748053E-005                  8.0000000000000004E-001                  0.0000000000000000E+000                  6.0742418226591066E-001                  6.8575360524776794E-005                  1.9234719810249193E-001                  2.7309433012742838E-005                  8.3926567890422356E-006                  7.5044211246017988E-005                  1.6680195390998435E-005                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.5944483057732168E+003                  3.4981810862551741E+007                  1.3052158197199558E+010                  6.1446213649819814E-001                  6.1446213649819847E-001                  6.3715023770932300E-049                  1.4807347170719394E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.0291973601457150E+014                               "r22.05.1"                               "gfortran"                                 "12.1.0"                   "x86_64-linux-20.12.1"                                 "CRMATH"                               "20230513"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   csound                                       pp                                      cno                                 tri_alfa                                  opacity 
                                       1                  8.0000000000000004E-001                 -1.5308906316015292E-001                  3.7854998767931947E+000                 -6.6978796360571664E+000                  4.9178822088639977E+000                  7.5939999999999996E-001                  2.4040000000000000E-001                  1.9999999999997797E-004                  8.1959192110252939E+005                  3.4631714190072766E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6272761162882422E-001 
                                       2                  7.9999999999920002E-001                 -1.5309140768412016E-001                  3.7872798127416867E+000                 -6.6860101652020214E+000                  4.9315366765856083E+000                  7.5940000000000007E-001                  2.4040000000000003E-001                  1.9999999999986695E-004                  8.2100910673667945E+005                  3.5591695898322649E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8468476981650768E-001 
                                       3                  7.9999999999819993E-001                 -1.5309425937872215E-001                  3.7893544512045918E+000                 -6.6734065022496134E+000                  4.9462215830214173E+000                  7.5940000000000007E-001                  2.4040000000000003E-001                  1.9999999999986695E-004                  8.2264537552358792E+005                  3.6640211239723677E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1132140738348305E-001 
                                       4                  7.9999999999720006E-001                 -1.5309702955740565E-001                  3.7926179202341683E+000                 -6.6555448093631799E+000                  4.9673584428403217E+000                  7.5940000000000007E-001                  2.4040000000000003E-001                  1.9999999999986695E-004                  8.2518683163595980E+005                  3.8179283323372869E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.5583142449718483E-001 
                                       5                  7.9999999999520000E-001                 -1.5310234682132864E-001                  3.7974362014934582E+000                 -6.6337106332372660E+000                  4.9940313407010155E+000                  7.5940000000000007E-001                  2.4040000000000003E-001                  1.9999999999986695E-004                  8.2885322234386904E+005                  4.0148755656919228E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.2741341216138682E-001 
                                       6                  7.9999999999320004E-001                 -1.5310740354942687E-001                  3.8014487597701998E+000                 -6.6187602590486385E+000                  5.0130140232682319E+000                  7.5939999999999996E-001                  2.4040000000000003E-001                  1.9999999999997797E-004                  8.3182305361700628E+005                  4.1555599838007676E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9299617488898071E-001 
                                       7                  7.9999999999219995E-001                 -1.5310984642013037E-001                  3.8042660752678490E+000                 -6.6093832096812397E+000                  5.0252235897013842E+000                  7.5939999999999996E-001                  2.4040000000000003E-001                  1.9999999999997797E-004                  8.3386340888165170E+005                  4.2463043171664828E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.4270021154037782E-001 
                                       8                  7.9999999999120008E-001                 -1.5311223715096373E-001                  3.8094674996378446E+000                 -6.5940412037099865E+000                  5.0457980999241050E+000                  7.5939999999999996E-001                  2.4040000000000000E-001                  1.9999999999997797E-004                  8.3752809914206364E+005                  4.3990672962172272E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.4232406529491535E-001 
                                       9                  7.9999999998870008E-001                 -1.5311800668747111E-001                  3.8180741169103820E+000                 -6.5749102321561610E+000                  5.0735974154000472E+000                  7.5939999975130867E-001                  2.4040000024869143E-001                  1.9999999999986695E-004                  8.4324903390235314E+005                  4.5972814867080053E-026                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.2743245303748767E-001 
